active,description,id,imagesUrl,inSale,index,mainCategory,name,priceAfterTax,priceBeforeTax,quantity,subCategory,tax,url,visibility
1,"               Runy to starożytna forma wyroczni używana przez szukających porady. Mają długą historię, sięgającą starożytnych plemion germańskich i nordyckich, i nadal są szeroko stosowane w dzisiejszym społeczeństwie. Słowo „runa” oznacza po prostu tajemnicę lub szept i jest to forma wróżenia lub systemu wyroczni, która pomaga uzyskać odpowiedzi na pytania.  To kamień wewnętrznego wzrostu i siły. Łagodzi stres, stabilizuje emocje i zapewnia spokój. To kamień „nowych początków”, wzmacnia intuicję, przynosi sukces i szczęście w miłości i sprawach biznesowych. Kamień księżycowy jest również korzystny dla mężczyzn w otwieraniu emocjonalnego Ja.             ",11,https://moonsister.pl/cdn/shop/products/runymoonstone.jpg?crop=center&height=900&v=1697257731&width=1200,1,11,narzędzia magiczne,Zestaw run - Kamień Księżycowy,219.0,178.05,10,runy,5,https://moonsister.pl/products/zestaw-run-moonstone-kamien-ksiezycowy,both
1,"               Karty te, zawierają potężne przesłanie uzdrawiających kryształów, które prowadzą do stanów wyższej świadomości. Łączenie się z kryształami w tej talii jest jak komunikowanie się z istotami światła, wysokich wibracji i energii; przewodnikami, którzy mają nam do zaoferowania opinie, pomysły, mądrość i specjalne dary. Piękne ilustracje do kart wykonała Jena Della Grottaglia. Tylko oryginalne karty Wyroczni Kryształowych Energii, które znajdziesz w naszym sklepie, mają piękne, składane opakowanie i drukowany przewodnik.                ",12,"https://moonsister.pl/cdn/shop/products/kartycrystalspirit.jpg?crop=center&height=1000&v=1697259468&width=1000,https://moonsister.pl/cdn/shop/products/crystalspirits1.jpg?crop=center&height=1000&v=1697259471&width=1000,https://moonsister.pl/cdn/shop/products/kartycrystalspirits.jpg?crop=center&height=1000&v=1697259474&width=1000,https://moonsister.pl/cdn/shop/products/kartycrystalspirits1.jpg?crop=center&height=1000&v=1697259477&width=1000",1,12,narzędzia magiczne,"Karty ""Uzdrawiająca moc kryształów wyrocznia""",159.0,129.27,10,karty,5,https://moonsister.pl/products/karty-uzdrawiajaca-moc-krysztalow-wyrocznia,both
1,"               To jeden z najsilniejszych kryształów uziemiających. Kiedy trzymasz go w dłoniach lub nosisz przy ciele, jego energia jednoczy Cię energetycznie z Ziemią. Wyciąga nadmiar niechcianej lub negatywnej energii i oczyszcza pole energetyczne. To także kamień ochronny, który pomaga nam pozostać silnymi, zwłaszcza gdy mamy do czynienia z trudnymi sytuacjami i wokół nas panuje chaos. Kiedy pojawiają się stresy i kłótnie, pomaga nam rozładować napięcie, aby nie wpływało na nasze relacje ani zdrowie psychiczne.  Idealnie sprawdzi się jako kamień ochronny podczas retrogradacji Merkurego!  Ładuj i oczyszczaj swój kamień średnio raz w miesiącu lub zawsze wtedy, kiedy czujesz, że jest to potrzebne. Oczyszczanie: pod bieżącą wodą lub za pomocą białej szałwii czy Palo Santo Ładowanie: za pomocą światła księżyca lub słońca; UWAGA! Hematyt rozładowuje inne kamienie dlatego trzymaj go z dala od nich, powinien być przechowywany wyłącznie obok kryształu górskiego!  Kamienie są naturalne i mogą mieć drobne niedoskonałości, które czynią je unikalnymi.             ",13,https://moonsister.pl/cdn/shop/files/hematy.jpg?crop=center&height=640&v=1698324727&width=640,1,13,kamienie naturalne,Kamień ochronny i uziemiający - Hematyt,29.0,23.58,10,pojedyncze kamienie,5,https://moonsister.pl/products/kamien-ochronny-i-uziemiajacy-hematyt,both
1,"               To kontrowersyjne doświadczenie – symboliczne przeżycie śmierci – jest niezwykłą transformacją. Symboliczne pochowanie starych, sabotujących nawyków, przekonań, działań… Spojrzenie na siebie i swoje życie z innej perspektywy, z dystansu. To ewolucja naszego rozwoju osobistego i duchowego.  Zadbaj o jak najwięcej światła w sobie... Zbuduj siebie na nowo. Porzuć warunkowanie swojego poczucia szczęścia od wszelkich czynników zewnętrznych – bo wszystko czego potrzebujesz masz w sobie – wydobądź to.  Gdy zaakceptujesz fakt, że Twoje ziemskie życie jest dość… kruche – przestaniesz trwonić swój cenny czas na zamartwianie, nieprzespane noce, kłótnie, nieporozumienia… a wniesiesz więcej lekkości, radości i miłości.  Celem tego doświadczenia jest to, abyś zdała sobie sprawę, że nasze życie jest w naszych rękach. To obudzenie motywacji do działania. To uświadomienie sobie tego – co nieuchronne. Medytacja nie ma na celu wpędzenia Ciebie w obawy czy podsycanie lęku, dlatego jeżeli jesteś obecnie w żałobie lub bierzesz leki przeciwdepresyjne / psychotropowe – nie rekomendujemy tej medytacji.   W IMIĘ DOBREJ KARMY, NIE KOPIUJ, NIE PRZESYŁAJ DALEJ,   WSZELKIE PRAWA ZASTRZEŻONE.             ",14,https://moonsister.pl/cdn/shop/products/1751maly.jpg?crop=center&height=2659&v=1697258149&width=1773,1,14,akademia moonsister,Medytacja śmierci - autorefleksja nad przemijaniem,49.0,39.84,10,medytacje,5,https://moonsister.pl/products/medytacja-smierci-autorefleksja-nad-przemijaniem,both
1,"               Wsparcie podczas retrogradacji Merkurego. Zestaw magicznych kamieni ułatwiających komunikację, uziemiających i chroniących przed negatywną energią. Pomaga lepiej sobie radzić z wpływem Merkurego podczas retrogradacji.  Twój Magiczny Zestaw zawiera: 1. Amazonit 2. Hematyt 3. Kryształ górski 4. Fluoryt 5. Kwarc dymny 6. Informację i instrukcję dotyczącą kamieni  7. Kartę do ładowania kamieni 8.Miękki muślinowy woreczek na kamienie  Amazonit Sprzyja jasnej i precyzyjnej komunikacji. Zapewnia uspokajające i kojące energie, które wesprą Cię w czasie niepokoju i stresu. Pomaga mówić z głębi serca i zachować spokój, zwłaszcza, gdy sprawy nie idą zgodnie z planem. Fluoryt Emituje spokój i harmonię oraz pomaga uwolnić się od stresu i niepokoju. Często określany jest jako energetyczny odkurzacz, gdyż wysysa i neutralizuje negatywną energię, wprowadzając harmonię i równowagę. Wspiera skupienie i jasność umysłu, umożliwiając zmianę perspektywy. Może pomóc odróżnić to, co jest pod twoją kontrolą, a co nie. Hematyt To jeden z najsilniejszych kryształów uziemiających. Kiedy trzymasz go w dłoniach lub nosisz przy ciele, jego energia jednoczy Cię energetycznie z Ziemią. Wyciąga nadmiar niechcianej lub negatywnej energii i oczyszcza pole energetyczne. To także kamień ochronny, który pomaga nam pozostać silnymi, zwłaszcza gdy mamy do czynienia z trudnymi sytuacjami i wokół nas panuje chaos. Kiedy pojawiają się stresy i kłótnie, pomaga nam rozładować napięcie, aby nie wpływało na nasze relacje ani zdrowie psychiczne. Kwarc dymny   Pomaga uwolnić napięcie i toksyczne myśli. Jego uzdrawiająca energia działa na poprawę interakcji z innymi, pomagając naszym związkom przetrwać próby i udręki, które możemy napotkać podczas retrogradacji Merkurego. Ten kamień może być używany jako amulet przynoszący szczęście, zapobiegający wypadkom i przenikaniu negatywnej energii do naszej aury. Kryształ górski Zapewnia przejrzystość i skupienie. Wibruje czystym białym światłem, usuwając wszelkie blokady lub przeszkody, które leżą na Twojej drodze.             ",15,https://moonsister.pl/cdn/shop/products/805.jpg?crop=center&height=1133&v=1697247908&width=1511,1,15,kamienie naturalne,Magiczne kamienie na retrogradację - Mercury Retrograde Safety Kit,125.0,101.63,10,zestawy kamieni,5,https://moonsister.pl/products/magiczne-kamienie-na-retrogradacje-mercury-retrograde-safety-kit,both
1,"               Poczuj głębię relaksu po wyczerpującym dniu. Wieczorna medytacja pomaga „rozpuścić” myśli i emocje nagromadzone w ciągu dnia. Zrzuć stres, doznaj ukojenia i zaśnij spokojnie poddając się regenerującemu odpoczynkowi. Zapewnij sobie uzdrawiający sen, który korzystnie wpłynie na Twoje zdrowie psychiczne i fizyczne oraz przygotuje na następny dzień.  W IMIĘ DOBREJ KARMY, NIE KOPIUJ, NIE PRZESYŁAJ DALEJ,  WSZELKIE PRAWA ZASTRZEŻONE.             ",16,https://moonsister.pl/cdn/shop/products/926.jpg?crop=center&height=4104&v=1697257580&width=2736,1,16,akademia moonsister,"Medytacja na ""Uzdrawiający Sen""",39.0,31.71,10,medytacje,5,https://moonsister.pl/products/medytacja-na-uzdrawiajacy-sen,both
1,"               Wybaczaj każdemu, kto sprawia Ci ból. Wybaczanie nie jest dla innych. Jest dla Ciebie! To nie zapominanie. To pamiętanie bez żalu. Wybaczanie uwalnia gniew, złość, żal, obniżony nastrój, smutek… Ulecza Twoje ciało i duszę. Otwiera nową ścieżkę do źródła spokoju, gdzie możesz przetrwać pomimo tego, co Cię spotkało i pomaga ruszyć do przodu.  Wybacz i podnieś swoje wibracje. Ta prawie 19 minutowa medytacja poprowadzi Cię w tym procesie.   Powtarzaj to ćwiczenie codziennie aż do poczucia całkowitego uwolnienia. Może to być kilka dni, kilka tygodni lub miesięcy. To bardzo indywidualny proces i każdy z nas potrzebuje innego czasu by uleczyć trudne emocje.  W IMIĘ DOBREJ KARMY, NIE KOPIUJ, NIE PRZESYŁAJ DALEJ,  WSZELKIE PRAWA ZASTRZEŻONE.             ",17,https://moonsister.pl/cdn/shop/products/678.jpg?crop=center&height=959&v=1697257026&width=640,1,17,akademia moonsister,"Medytacja ""Wybaczanie""",39.0,31.71,10,medytacje,5,https://moonsister.pl/products/medytacja-wybaczanie,both
1,"               Naucz się korzystać z wewnętrznej mocy! Sięgnij do głęboko skrywanych zasobów, poczuj się zaopiekowany i wspierany, otwórz się na dobrobyt w swoim życiu.  Medytacja „Siła podświadomości” pozwoli Ci zanurzyć się w głębokie warstwy umysłu, dotrzeć do zakamarków, które potrzebują uzdrowienia i przeprogramowania. To medytacja, która poprowadzi Cię ku zdrowiu, miłości, szczęściu, radości i bogactwu.   Pamiętaj, że tylko regularne medytowanie przyniesie efekty, których pragniesz.     W IMIĘ DOBREJ KARMY, NIE KOPIUJ, NIE PRZESYŁAJ DALEJ,  WSZELKIE PRAWA ZASTRZEŻONE.             ",18,https://moonsister.pl/cdn/shop/products/712maly.jpg?crop=center&height=2659&v=1697255984&width=1773,1,18,akademia moonsister,"Medytacja ""Siła Podświadomości""",49.0,39.84,10,medytacje,5,https://moonsister.pl/products/medytacja-sila-podswiadomosci,both
1,"               Praktykuj na co dzień medytację prowadzoną, która pomoże Ci dostroić się do Twojego wewnętrznego głosu, który zawsze chce dla Ciebie jak najlepiej. Obdarz swoją intuicję miłością, szacunkiem i pozwól, aby działała. W tę wyjątkową podróż brzegiem oceanu zabierze Cię Paula.     W IMIĘ DOBREJ KARMY, NIE KOPIUJ, NIE PRZESYŁAJ DALEJ, WSZELKIE PRAWA ZASTRZEŻONE.             ",19,https://moonsister.pl/cdn/shop/products/1090.jpg?crop=center&height=5760&v=1697257867&width=4621,1,19,akademia moonsister,"Medytacja ""Intuicja""",29.0,23.58,10,medytacje,5,https://moonsister.pl/products/medytacja-intuicja,both
1,"               Bajkowa medytacja miłości dla każdej z nas – pomaga otworzyć się na miłość, pielęgnować relacje które mamy, a także pokochać samą siebie. Udaj się w tę uzdrawiającą, piętnastominutową podróż pełną bezwarunkowej miłości, na którą zasługujesz.  W IMIĘ DOBREJ KARMY, NIE KOPIUJ, NIE PRZESYŁAJ DALEJ, WSZELKIE PRAWA ZASTRZEŻONE.             ",20,https://moonsister.pl/cdn/shop/products/943.jpg?crop=center&height=5760&v=1697256209&width=4104,1,20,akademia moonsister,"Medytacja ""Miłość""",29.0,23.58,10,medytacje,5,https://moonsister.pl/products/medytacja-milosc,both
0,"              Świeca rytualna „Spokój” z naturalnego wosku pszczelego, która wydziela delikatny, klasyczny zapach. Wzmacnia  spokój, harmonię i równowagę wewnętrzną. Magia świec jest jedną z najprostszych metod wspierania manifestacji intencji lub woli. Odpowiedni kolor świecy umacnia żywioł ognia, zapewnia energetyczną ochronę oraz ułatwia znalezienie rozwiązań.              ",21,https://moonsister.pl/cdn/shop/files/swiecaniebieska.jpg?crop=center&height=640&v=1699535789&width=640,1,21,magiczne rytuały,Niebieska świeca z wosku pszczelego Spokój,10.9,8.86,10,świeczki rytualne,5,https://moonsister.pl/products/niebieska-swieca-z-wosku-pszczelego-spokoj,both
1,"               Od zarania dziejów Magowie i Alchemicy używali symboli serca do zaklęć związanych z miłością lub romansem. Symbol ten był również wykorzystywany w rytuałach mających na celu wzmocnienie istniejących relacji. Obecnie, serce kojarzone jest w różnych kulturach z miłością, miłosierdziem, radością i współczuciem.   W naszyjniku znajduje się 7 zawieszek z sercami. Atrybutem liczby 7 jest ogromna moc duchowa. Otwiera intuicję i zwiększa zdolność zrozumienia innych ludzi. Sprzyja rozwojowi i pogłębianiu wiedzy.   Talizman Spiritual Love pomaga otworzyć się na bezwarunkową miłość oraz zwiększyć porozumienie z innymi osobami i samym sobą. Załóż go by wzmocnić miłość własną, przyciągnąć drugą połówkę, a także wspomóc relacje z bliskimi.   Talizman energetyzowany, ten naszyjnik  naenergetyzuje   dla Ciebie Moonbrother Mariusz, który z energią pracuje od ponad 30 lat.             ",22,"https://moonsister.pl/cdn/shop/files/naszyjnikspirituallove.png?crop=center&height=1200&v=1700492136&width=1200,https://moonsister.pl/cdn/shop/files/spirituallove.jpg?crop=center&height=2048&v=1700560259&width=2048",1,22,biżuteria i talizmany,Naszyjnik z sercami - Talizman bezwarunkowej miłości Spiritual Love,215.0,174.8,10,energetyzowane naszyjniki,5,https://moonsister.pl/products/naszyjnik-z-sercami-talizman-bezwarunkowej-milosci-spiritual-love,both
1,"               Każdy z nas marzy by sięgnąć gwiazd, jednak blokują nas w tym własne ograniczenia - niewiara w odniesienie sukcesu, brak pewności siebie, brak zaufania w swoją intuicję, błędne wzorce i przekonania, na które pracujemy całe życie.  Zakładając naszyjnik Reach the Stars transformujesz cienie w światło. Gwiazda reprezentuje boską ideę, ideał, szczęście, sukces, nadzieję, światło, a także 4 żywioły i ducha.  Ten talizman   naenergetyzuje   dla Ciebie nasz Moonbrother Mariusz na intencję pewności siebie i dodanie żywiołu ognia w działaniu, byś uwierzyła, że nie ma dla Ciebie rzeczy niemożliwych!             ",23,"https://moonsister.pl/cdn/shop/files/naszyjnikreachthestars.png?crop=center&height=1200&v=1700222388&width=1200,https://moonsister.pl/cdn/shop/files/reachthestarssr.jpg?crop=center&height=2048&v=1700560244&width=2048",1,23,biżuteria i talizmany,Naszyjnik srebrny z gwiazdkami - Talizman pewności siebie Reach the Stars,199.0,161.79,10,energetyzowane naszyjniki,5,https://moonsister.pl/products/naszyjnik-srebrny-z-gwiazdkami-talizman-pewnosci-siebie-reach-the-stars,both
1,"               Czaszka to symbol wspierający naszą wewnętrzną transformację. Dzięki niej pozwalamy odejść czemuś, co nam nie służy i zrobić miejsce czemuś nowemu - otworzyć się na nowy etap w życiu.  Byk z kolei jest silnie związany z ziemią i posiadaniem, wartościami materialnymi. Lubi dobrą jakość. To te wartości, na które otwieramy się nosząc talizman dostatku i wygody Mystic Taurus. Dodatkowo naszyjnik został wzbogacony wibracją „3” w postaci złotych elementów, która nadaje lekkości bytu, sprzyja komunikacji i wnosi nieskrępowaną radość do naszego życia.  Talizman energetyzowany, ten naszyjnik  naenergetyzuje   dla Ciebie Moonbrother Mariusz, który z energią pracuje od ponad 30 lat, abyś mogła wyciągnąć światło z archetypu Twojego znaku zodiaku.             ",24,"https://moonsister.pl/cdn/shop/products/FE4EF.png?crop=center&height=618&v=1697261430&width=794,https://moonsister.pl/cdn/shop/products/taurus.jpg?crop=center&height=640&v=1697261433&width=640",1,24,biżuteria i talizmany,Łańcuszek srebrny z zawieszką głową byka - Talizman dostatku i wygody Taurus,205.0,166.67,10,energetyzowane naszyjniki,5,https://moonsister.pl/products/lancuszek-z-zawieszka-glowa-byka-talizman-dostatku-i-wygody-taurus,both
